,date_of_event,age,citizenship,event_location,event_location_district,event_location_region,gender,type_of_injury,ammunition,killed_by,datetime
8035,2004-09-30,22.0,Palestinian,Nissanit,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-30
8036,2004-09-30,21.0,Palestinian,Nissanit,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-30
8037,2004-09-30,13.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-30
8038,2004-09-30,16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-30
8039,2004-09-30,17.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-30
8040,2004-09-30,14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-30
8041,2004-09-30,16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-30
8042,2004-09-30,14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-30
8043,2004-09-30,13.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-30
8044,2004-09-30,21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-30
8045,2004-09-30,14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-30
8046,2004-09-30,19.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-30
8047,2004-09-30,31.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-30
8048,2004-09-29,21.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-29
8049,2004-09-29,4.0,Israeli,Sderot,Israel,Israel,M,gunfire,Qassam rocket,Palestinian civilians,2004-09-29
8050,2004-09-29,17.0,Palestinian,Netzarim,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-29
8051,2004-09-29,26.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-09-29
8052,2004-09-29,31.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-29
8053,2004-09-29,21.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-29
8054,2004-09-29,2.0,Israeli,Sderot,Israel,Israel,F,gunfire,Qassam rocket,Palestinian civilians,2004-09-29
8056,2004-09-29,24.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-29
8057,2004-09-29,16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-29
8058,2004-09-29,50.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-09-29
8059,2004-09-29,24.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-09-29
8060,2004-09-29,14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-29
8061,2004-09-28,34.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-28
8062,2004-09-27,16.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-09-27
8063,2004-09-27,46.0,Palestinian,Beit Furik,Nablus,West Bank,M,gunfire,,Israeli civilians,2004-09-27
8064,2004-09-27,55.0,Palestinian,Khan Yunis R.C.,Khan Yunis,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-09-27
8065,2004-09-27,24.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-09-27
8066,2004-09-27,19.0,Palestinian,The Perimeter Fence,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-27
8067,2004-09-27,21.0,Palestinian,The Perimeter Fence,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-27
8068,2004-09-27,45.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-09-27
8069,2004-09-27,20.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-09-27
8070,2004-09-25,57.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-25
8071,2004-09-24,24.0,Israeli,Neve Deqalim,Gush Katif,Gaza Strip,F,gunfire,Qassam rocket,Palestinian civilians,2004-09-24
8072,2004-09-23,20.0,Palestinian,Morag,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-23
8073,2004-09-23,21.0,Palestinian,Morag,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-23
8074,2004-09-23,22.0,Palestinian,Morag,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-23
8075,2004-09-23,22.0,Israeli,Morag,Khan Yunis,Gaza Strip,M,gunfire,,Palestinian civilians,2004-09-23
8076,2004-09-23,21.0,Israeli,Morag,Khan Yunis,Gaza Strip,M,gunfire,,Palestinian civilians,2004-09-23
8077,2004-09-23,20.0,Israeli,Morag,Khan Yunis,Gaza Strip,M,gunfire,,Palestinian civilians,2004-09-23
8078,2004-09-22,20.0,Palestinian,Erez (Industrial Zone),North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-22
8079,2004-09-22,9.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,gunfire,,Israeli security forces,2004-09-22
8080,2004-09-20,38.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-20
8081,2004-09-20,38.0,Palestinian,Netzer Hazani,Gush Katif,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-20
8082,2004-09-20,38.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-20
8083,2004-09-19,17.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-19
8084,2004-09-19,32.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-19
8085,2004-09-19,20.0,Palestinian,Nahal Oz Checkpoint,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-19
8086,2004-09-17,19.0,Palestinian,Nablus,Nablus,West Bank,F,gunfire,,Israeli security forces,2004-09-17
8087,2004-09-15,26.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-09-15
8088,2004-09-15,24.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-09-15
8089,2004-09-15,21.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-09-15
8090,2004-09-15,20.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-09-15
8091,2004-09-15,27.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-09-15
8092,2004-09-15,11.0,Palestinian,Nablus,Nablus,West Bank,F,gunfire,,Israeli security forces,2004-09-15
8093,2004-09-14,37.0,Palestinian,Nur Shams R.C.,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-09-14
8094,2004-09-13,29.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-09-13
8095,2004-09-13,18.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,missile,Israeli security forces,2004-09-13
8096,2004-09-13,25.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,missile,Israeli security forces,2004-09-13
8097,2004-09-13,22.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,missile,Israeli security forces,2004-09-13
8098,2004-09-13,30.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-09-13
8099,2004-09-13,28.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-09-13
8100,2004-09-13,24.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-09-13
8101,2004-09-10,19.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-10
8102,2004-09-10,23.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-10
8103,2004-09-10,35.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-10
8104,2004-09-10,16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-10
8105,2004-09-09,22.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-09
8106,2004-09-09,31.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-09
8107,2004-09-09,18.0,Palestinian,Ramallah,Ramallah and al-Bira,West Bank,M,hit by a vehicle,,Israeli security forces,2004-09-09
8108,2004-09-09,18.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-09
8109,2004-09-09,10.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-09-09
8110,2004-09-08,29.0,Palestinian,Jericho,Jericho,West Bank,M,gunfire,,Israeli security forces,2004-09-08
8111,2004-09-07,22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8112,2004-09-07,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8113,2004-09-07,25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8114,2004-09-07,25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8115,2004-09-07,23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8116,2004-09-07,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8117,2004-09-07,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8118,2004-09-07,22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8119,2004-09-07,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8120,2004-09-07,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8121,2004-09-07,25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8122,2004-09-07,23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8123,2004-09-07,23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8124,2004-09-07,26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8125,2004-09-07,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-09-07
8126,2004-09-03,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-03
8127,2004-09-03,15.0,Palestinian,Rafiah Yam,Gush Katif,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-03
8128,2004-09-02,19.0,Palestinian,Kfar Darom,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-02
8129,2004-09-02,18.0,Palestinian,Kfar Darom,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-02
8130,2004-09-02,14.0,Palestinian,Kfar Darom,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-02
8131,2004-09-02,18.0,Palestinian,Kfar Darom,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2004-09-02
8132,2004-08-31,70.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8133,2004-08-31,48.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8134,2004-08-31,50.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8135,2004-08-31,49.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8136,2004-08-31,64.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8137,2004-08-31,53.0,Israeli,Beersheba,Israel,Israel,M,explosion,explosive belt,Palestinian civilians,2004-08-31
8138,2004-08-31,45.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8139,2004-08-31,23.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8140,2004-08-31,54.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8141,2004-08-31,57.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8142,2004-08-31,3.0,Israeli,Beersheba,Israel,Israel,M,explosion,explosive belt,Palestinian civilians,2004-08-31
8143,2004-08-31,33.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8144,2004-08-31,58.0,Israeli,Beersheba,Israel,Israel,M,explosion,explosive belt,Palestinian civilians,2004-08-31
8145,2004-08-31,27.0,Israeli,Beersheba,Israel,Israel,M,explosion,explosive belt,Palestinian civilians,2004-08-31
8146,2004-08-31,55.0,Israeli,Beersheba,Israel,Israel,F,explosion,explosive belt,Palestinian civilians,2004-08-31
8147,2004-08-31,52.0,Israeli,Beersheba,Israel,Israel,M,explosion,explosive belt,Palestinian civilians,2004-08-31
8148,2004-08-30,33.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-30
8149,2004-08-30,16.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,house demolition,,Israeli security forces,2004-08-30
8150,2004-08-30,15.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-30
8151,2004-08-29,24.0,Palestinian,Karni Checkpoint,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-08-29
8152,2004-08-26,70.0,Palestinian,Egyptian Border,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-08-26
8153,2004-08-24,19.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-24
8154,2004-08-23,20.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-23
8155,2004-08-21,23.0,Palestinian,Karni Checkpoint,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-08-21
8156,2004-08-19,62.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-19
8157,2004-08-19,15.0,Palestinian,Sufah Checkpoint,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-19
8158,2004-08-19,17.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-19
8159,2004-08-17,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-08-17
8160,2004-08-17,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-08-17
8161,2004-08-17,20.0,Palestinian,'Atzmon,Gush Katif,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-17
8162,2004-08-17,20.0,Palestinian,'Atzmon,Gush Katif,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-17
8163,2004-08-17,9.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-08-17
8164,2004-08-17,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-08-17
8165,2004-08-17,41.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-08-17
8166,2004-08-17,26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-08-17
8167,2004-08-17,29.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-08-17
8168,2004-08-16,32.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-08-16
8169,2004-08-16,22.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-08-16
8170,2004-08-16,20.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-08-16
8171,2004-08-15,40.0,Palestinian,East Jerusalem,East Jerusalem,West Bank,M,gunfire,,Israeli security forces,2004-08-15
8172,2004-08-13,29.0,Palestinian,Itamar,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-08-13
8173,2004-08-13,50.0,Israeli,Itamar,Nablus,West Bank,M,gunfire,,Palestinian civilians,2004-08-13
8174,2004-08-11,16.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-08-11
8175,2004-08-10,17.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-08-10
8176,2004-08-09,13.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-09
8177,2004-08-06,20.0,Palestinian,Morag,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-06
8178,2004-08-06,28.0,Palestinian,Salfit,Salfit,West Bank,M,gunfire,,Israeli security forces,2004-08-06
8179,2004-08-04,18.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-04
8180,2004-08-04,18.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-08-04
8181,2004-08-04,20.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-04
8182,2004-08-04,12.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-08-04
8183,2004-08-04,26.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-08-04
8184,2004-08-02,50.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,gunfire,,Israeli security forces,2004-08-02
8185,2004-08-02,21.0,Palestinian,Alei Sinai,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-08-02
8186,2004-08-02,20.0,Palestinian,Alei Sinai,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-08-02
8187,2004-08-02,21.0,Palestinian,Alei Sinai,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-08-02
8188,2004-07-30,15.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-30
8189,2004-07-30,12.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-30
8190,2004-07-30,13.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,F,gunfire,,Israeli security forces,2004-07-30
8191,2004-07-29,34.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-07-29
8192,2004-07-29,27.0,Palestinian,'Illar,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-07-29
8193,2004-07-29,41.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-07-29
8194,2004-07-27,28.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-27
8195,2004-07-27,22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-27
8196,2004-07-26,11.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,gunfire,,Israeli security forces,2004-07-26
8197,2004-07-26,50.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,F,gunfire,,Israeli security forces,2004-07-26
8198,2004-07-25,18.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-07-25
8199,2004-07-25,33.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-07-25
8200,2004-07-25,26.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-07-25
8201,2004-07-25,22.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-07-25
8202,2004-07-25,16.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-07-25
8203,2004-07-25,16.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-07-25
8204,2004-07-24,16.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-24
8205,2004-07-22,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-07-22
8206,2004-07-22,24.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-07-22
8207,2004-07-19,17.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-07-19
8208,2004-07-19,20.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-19
8209,2004-07-19,26.0,Palestinian,Saida,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-07-19
8210,2004-07-19,26.0,Palestinian,Saida,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-07-19
8211,2004-07-17,21.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-07-17
8212,2004-07-15,41.0,Palestinian,Hebron,Hebron,West Bank,M,gunfire,,Israeli security forces,2004-07-15
8213,2004-07-13,33.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-07-13
8214,2004-07-12,72.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,house demolition,,Israeli security forces,2004-07-12
8215,2004-07-11,20.0,Palestinian,Hajjah,Qalqiliya,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-07-11
8216,2004-07-10,16.0,Palestinian,Rafah,Rafah,Gaza Strip,F,gunfire,,Israeli security forces,2004-07-10
8217,2004-07-09,32.0,Palestinian,Hebron,Hebron,West Bank,M,gunfire,,Israeli security forces,2004-07-09
8218,2004-07-08,30.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-08
8219,2004-07-08,3.0,Palestinian,Rafah,Rafah,Gaza Strip,F,gunfire,,Israeli security forces,2004-07-08
8220,2004-07-08,28.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-08
8221,2004-07-08,52.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-08
8222,2004-07-08,44.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-08
8223,2004-07-08,44.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,gunfire,shell,Israeli security forces,2004-07-08
8224,2004-07-08,39.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-08
8225,2004-07-08,44.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-08
8226,2004-07-06,16.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-07-06
8227,2004-07-06,15.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-07-06
8228,2004-07-06,57.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-07-06
8229,2004-07-06,20.0,Palestinian,Kissufim,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-06
8230,2004-07-06,28.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-07-06
8231,2004-07-06,20.0,Palestinian,Kissufim,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-06
8232,2004-07-06,30.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-07-06
8233,2004-07-06,25.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-07-06
8234,2004-07-05,23.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-07-05
8235,2004-07-04,37.0,Palestinian,Har Bracha,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-07-04
8236,2004-07-04,26.0,Palestinian,Jerusalem,Israel,Israel,M,gunfire,,Israeli security forces,2004-07-04
8237,2004-07-04,28.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-04
8238,2004-07-04,17.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-07-04
8239,2004-07-04,49.0,Israeli,Ya'bad,Jenin,West Bank,M,gunfire,,Palestinian civilians,2004-07-04
8240,2004-07-03,21.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-07-03
8241,2004-07-03,15.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-07-03
8242,2004-07-03,9.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-07-03
8243,2004-07-02,21.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-02
8244,2004-07-02,21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-02
8245,2004-07-01,25.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-01
8246,2004-07-01,14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-01
8247,2004-07-01,12.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-07-01
8248,2004-06-30,19.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-30
8249,2004-06-30,41.0,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-06-30
8250,2004-06-30,15.0,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-06-30
8251,2004-06-30,44.0,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-06-30
8252,2004-06-30,22.0,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-06-30
